,image,label
149,metal234,1
150,metal14,1
151,metal347,1
152,metal231,1
153,metal34,1
154,metal218,1
155,metal74,1
156,metal85,1
157,metal403,1
158,metal266,1
159,metal112,1
160,metal315,1
161,metal140,1
162,metal64,1
163,metal343,1
164,metal198,1
165,metal165,1
166,metal263,1
167,metal35,1
168,metal396,1
169,metal174,1
170,metal185,1
171,metal286,1
172,metal36,1
173,metal87,1
174,metal70,1
175,metal68,1
176,metal290,1
177,metal259,1
178,metal318,1
179,metal22,1
180,metal323,1
181,metal15,1
182,metal164,1
183,metal369,1
184,metal377,1
185,metal7,1
186,metal252,1
187,metal102,1
188,metal307,1
189,metal146,1
190,metal184,1
191,metal69,1
192,metal197,1
193,metal269,1
194,metal376,1
195,metal389,1
196,metal249,1
197,metal71,1
198,metal103,1
199,metal280,1
200,metal49,1
201,metal145,1
202,metal80,1
203,metal44,1
204,metal84,1
205,metal350,1
206,metal154,1
207,metal104,1
208,metal92,1
209,metal391,1
210,metal121,1
211,metal364,1
212,metal408,1
213,metal38,1
214,metal1,1
215,metal137,1
216,metal73,1
217,metal42,1
218,metal210,1
219,metal191,1
220,metal125,1
221,metal385,1
222,metal211,1
223,metal25,1
224,metal241,1
225,metal291,1
226,metal305,1
227,metal55,1
228,metal132,1
229,metal304,1
230,metal107,1
231,metal177,1
232,metal62,1
233,metal236,1
234,metal311,1
235,metal299,1
236,metal147,1
237,metal111,1
238,metal227,1
239,metal329,1
240,metal186,1
241,metal138,1
242,metal229,1
243,metal331,1
244,metal247,1
245,metal91,1
246,metal60,1
247,metal233,1
248,metal400,1
249,metal251,1
250,metal277,1
251,metal256,1
252,metal54,1
253,metal28,1
254,metal86,1
255,metal397,1
256,metal255,1
257,metal220,1
258,metal12,1
259,metal336,1
260,metal375,1
261,metal327,1
262,metal361,1
263,metal96,1
264,metal260,1
265,metal45,1
266,metal33,1
267,metal196,1
268,metal313,1
269,metal224,1
270,metal250,1
271,metal4,1
272,metal90,1
273,metal117,1
274,metal340,1
275,metal57,1
276,metal32,1
277,metal199,1
278,metal98,1
279,metal118,1
280,metal339,1
281,metal330,1
282,metal119,1
283,metal240,1
284,metal168,1
285,metal238,1
286,metal346,1
287,metal310,1
288,metal348,1
289,metal261,1
290,metal129,1
291,metal245,1
292,metal122,1
293,metal398,1
294,metal88,1
295,metal131,1
296,metal332,1
297,metal135,1
298,metal110,1
299,metal58,1
300,metal10,1
301,metal341,1
302,metal217,1
303,metal328,1
304,metal153,1
305,metal309,1
306,metal301,1
307,metal161,1
308,metal105,1
309,metal283,1
310,metal221,1
311,metal148,1
312,metal212,1
313,metal113,1
314,metal253,1
315,metal189,1
316,metal187,1
317,metal106,1
318,metal390,1
319,metal293,1
320,metal173,1
321,metal195,1
322,metal316,1
323,metal363,1
324,metal308,1
325,metal288,1
326,metal342,1
327,metal190,1
328,metal213,1
329,metal353,1
330,metal108,1
331,metal21,1
332,metal75,1
333,metal294,1
334,metal97,1
335,metal278,1
336,metal344,1
337,metal18,1
338,metal40,1
339,metal274,1
340,metal175,1
341,metal130,1
342,metal200,1
343,metal151,1
344,metal268,1
345,metal202,1
346,metal216,1
347,metal279,1
348,metal321,1
349,metal246,1
350,metal163,1
351,metal222,1
352,metal362,1
353,metal126,1
354,metal139,1
355,metal39,1
356,metal52,1
357,metal298,1
358,metal271,1
359,metal93,1
360,metal172,1
361,metal193,1
362,metal81,1
363,metal123,1
364,metal156,1
365,metal160,1
366,metal284,1
367,metal254,1
368,metal124,1
369,metal5,1
370,metal167,1
371,metal166,1
372,metal13,1
373,metal349,1
374,metal345,1
375,metal155,1
376,metal120,1
377,metal2,1
378,metal285,1
379,metal182,1
380,metal338,1
381,metal287,1
382,metal50,1
383,metal374,1
384,metal272,1
385,metal142,1
386,metal183,1
387,metal300,1
388,metal406,1
389,metal149,1
390,metal181,1
391,metal335,1
392,metal41,1
393,metal357,1
394,metal322,1
395,metal188,1
396,metal203,1
397,metal351,1
398,metal205,1
399,metal178,1
400,metal127,1
401,metal99,1
402,metal237,1
403,metal306,1
404,metal303,1
405,metal26,1
406,metal176,1
407,metal387,1
408,metal162,1
409,metal133,1
410,metal180,1
411,metal116,1
412,metal337,1
413,metal24,1
414,metal11,1
415,metal17,1
416,metal101,1
417,metal59,1
418,metal358,1
419,metal395,1
420,metal201,1
421,metal297,1
422,metal65,1
423,metal248,1
424,metal100,1
425,metal89,1
426,metal134,1
427,metal8,1
428,metal386,1
429,metal262,1
430,metal243,1
431,metal30,1
432,metal61,1
433,metal409,1
434,metal356,1
435,metal214,1
436,metal407,1
437,metal242,1
438,metal235,1
439,metal365,1
440,metal257,1
441,metal79,1
442,metal152,1
443,metal317,1
444,metal373,1
445,metal209,1
446,metal265,1
447,metal367,1
448,metal382,1
449,metal393,1
450,metal29,1
451,metal302,1
452,metal143,1
453,metal276,1
454,metal371,1
455,metal82,1
456,metal230,1
457,metal320,1
458,metal384,1
459,metal388,1
460,metal157,1
461,metal83,1
462,metal267,1
463,metal334,1
464,metal194,1
465,metal296,1
466,metal115,1
467,metal192,1
468,metal379,1
469,metal63,1
470,metal19,1
471,metal66,1
472,metal47,1
473,metal325,1
474,metal9,1
475,metal378,1
476,metal326,1
477,metal324,1
478,metal314,1
479,metal368,1
480,metal292,1
481,metal355,1
482,metal281,1
483,metal53,1
484,metal171,1
485,metal392,1
486,metal158,1
487,metal46,1
488,metal23,1
489,metal225,1
490,metal312,1
491,metal319,1
492,metal141,1
493,metal56,1
494,metal370,1
495,metal169,1
496,metal270,1
497,metal94,1
498,metal394,1
499,metal275,1
500,metal219,1
501,metal43,1
502,metal128,1
503,metal360,1
504,metal208,1
505,metal20,1
506,metal401,1
507,metal404,1
508,metal179,1
509,metal405,1
510,metal159,1
511,metal228,1
512,metal136,1
513,metal352,1
514,metal144,1
515,metal366,1
516,metal223,1
517,metal295,1
518,metal170,1
519,metal204,1
520,metal207,1
521,metal48,1
522,metal244,1
523,metal76,1
524,metal410,1
525,metal399,1
526,metal6,1
527,metal333,1
528,metal383,1
529,metal380,1
530,metal239,1
531,metal16,1
532,metal359,1
533,metal95,1
534,metal264,1
535,metal150,1
536,metal31,1
537,metal258,1
538,metal273,1
539,metal114,1
540,metal27,1
541,metal232,1
542,metal72,1
543,metal206,1
544,metal402,1
545,metal37,1
546,metal226,1
547,plastic301,1
548,plastic65,1
549,plastic110,1
550,plastic168,1
551,plastic125,1
552,plastic437,1
553,plastic224,1
554,plastic265,1
555,plastic221,1
556,plastic464,1
557,plastic443,1
558,plastic312,1
559,plastic352,1
560,plastic403,1
561,plastic172,1
562,plastic218,1
563,plastic205,1
564,plastic466,1
565,plastic95,1
566,plastic365,1
567,plastic377,1
568,plastic433,1
569,plastic360,1
570,plastic385,1
571,plastic246,1
572,plastic209,1
573,plastic441,1
574,plastic200,1
575,plastic336,1
576,plastic118,1
577,plastic397,1
578,plastic67,1
579,plastic321,1
580,plastic293,1
581,plastic260,1
582,plastic281,1
583,plastic288,1
584,plastic305,1
585,plastic371,1
586,plastic171,1
587,plastic271,1
588,plastic12,1
589,plastic98,1
590,plastic328,1
591,plastic426,1
592,plastic10,1
593,plastic180,1
594,plastic145,1
595,plastic80,1
596,plastic300,1
597,plastic292,1
598,plastic106,1
599,plastic358,1
600,plastic75,1
601,plastic146,1
602,plastic51,1
603,plastic159,1
604,plastic191,1
605,plastic449,1
606,plastic105,1
607,plastic435,1
608,plastic29,1
609,plastic412,1
610,plastic273,1
611,plastic150,1
612,plastic69,1
613,plastic268,1
614,plastic190,1
615,plastic332,1
616,plastic212,1
617,plastic194,1
618,plastic313,1
619,plastic445,1
620,plastic297,1
621,plastic243,1
622,plastic144,1
623,plastic44,1
624,plastic226,1
625,plastic394,1
626,plastic213,1
627,plastic423,1
628,plastic333,1
629,plastic329,1
630,plastic286,1
631,plastic314,1
632,plastic217,1
633,plastic153,1
634,plastic76,1
635,plastic133,1
636,plastic124,1
637,plastic324,1
638,plastic30,1
639,plastic282,1
640,plastic195,1
641,plastic147,1
642,plastic91,1
643,plastic411,1
644,plastic88,1
645,plastic28,1
646,plastic434,1
647,plastic198,1
648,plastic181,1
649,plastic6,1
650,plastic120,1
651,plastic361,1
652,plastic249,1
653,plastic220,1
654,plastic148,1
655,plastic430,1
656,plastic253,1
657,plastic43,1
658,plastic354,1
659,plastic229,1
660,plastic479,1
661,plastic42,1
662,plastic204,1
663,plastic152,1
664,plastic296,1
665,plastic54,1
666,plastic126,1
667,plastic285,1
668,plastic97,1
669,plastic164,1
670,plastic374,1
671,plastic283,1
672,plastic279,1
673,plastic186,1
674,plastic468,1
675,plastic81,1
676,plastic175,1
677,plastic379,1
678,plastic398,1
679,plastic447,1
680,plastic178,1
681,plastic294,1
682,plastic369,1
683,plastic34,1
684,plastic409,1
685,plastic165,1
686,plastic348,1
687,plastic388,1
688,plastic359,1
689,plastic86,1
690,plastic90,1
691,plastic109,1
692,plastic82,1
693,plastic334,1
694,plastic382,1
695,plastic183,1
696,plastic46,1
697,plastic349,1
698,plastic478,1
699,plastic327,1
700,plastic396,1
701,plastic261,1
702,plastic413,1
703,plastic350,1
704,plastic457,1
705,plastic163,1
706,plastic254,1
707,plastic160,1
708,plastic460,1
709,plastic87,1
710,plastic316,1
711,plastic338,1
712,plastic32,1
713,plastic320,1
714,plastic129,1
715,plastic206,1
716,plastic326,1
717,plastic400,1
718,plastic71,1
719,plastic33,1
720,plastic419,1
721,plastic258,1
722,plastic310,1
723,plastic20,1
724,plastic7,1
725,plastic438,1
726,plastic17,1
727,plastic307,1
728,plastic108,1
729,plastic239,1
730,plastic407,1
731,plastic222,1
732,plastic177,1
733,plastic477,1
734,plastic40,1
735,plastic14,1
736,plastic264,1
737,plastic96,1
738,plastic373,1
739,plastic211,1
740,plastic442,1
741,plastic134,1
742,plastic250,1
743,plastic79,1
744,plastic439,1
745,plastic117,1
746,plastic465,1
747,plastic102,1
748,plastic381,1
749,plastic35,1
750,plastic244,1
751,plastic49,1
752,plastic323,1
753,plastic121,1
754,plastic262,1
755,plastic41,1
756,plastic237,1
757,plastic343,1
758,plastic52,1
759,plastic475,1
760,plastic306,1
761,plastic227,1
762,plastic167,1
763,plastic295,1
764,plastic60,1
765,plastic351,1
766,plastic201,1
767,plastic230,1
768,plastic418,1
769,plastic461,1
770,plastic19,1
771,plastic376,1
772,plastic425,1
773,plastic37,1
774,plastic436,1
775,plastic114,1
776,plastic289,1
777,plastic197,1
778,plastic458,1
779,plastic298,1
780,plastic432,1
781,plastic123,1
782,plastic319,1
783,plastic232,1
784,plastic223,1
785,plastic92,1
786,plastic472,1
787,plastic424,1
788,plastic142,1
789,plastic161,1
790,plastic337,1
791,plastic303,1
792,plastic5,1
793,plastic444,1
794,plastic240,1
795,plastic318,1
796,plastic166,1
797,plastic77,1
798,plastic357,1
799,plastic245,1
800,plastic4,1
801,plastic199,1
802,plastic315,1
803,plastic99,1
804,plastic140,1
805,plastic228,1
806,plastic135,1
807,plastic215,1
808,plastic372,1
809,plastic342,1
810,plastic408,1
811,plastic363,1
812,plastic3,1
813,plastic375,1
814,plastic470,1
815,plastic132,1
816,plastic387,1
817,plastic157,1
818,plastic467,1
819,plastic214,1
820,plastic73,1
821,plastic59,1
822,plastic93,1
823,plastic185,1
824,plastic122,1
825,plastic280,1
826,plastic278,1
827,plastic380,1
828,plastic138,1
829,plastic431,1
830,plastic450,1
831,plastic238,1
832,plastic231,1
833,plastic170,1
834,plastic308,1
835,plastic421,1
836,plastic370,1
837,plastic128,1
838,plastic410,1
839,plastic233,1
840,plastic11,1
841,plastic390,1
842,plastic378,1
843,plastic139,1
844,plastic476,1
845,plastic322,1
846,plastic104,1
847,plastic55,1
848,plastic53,1
849,plastic346,1
850,plastic101,1
851,plastic57,1
852,plastic70,1
853,plastic112,1
854,plastic429,1
855,plastic256,1
856,plastic16,1
857,plastic111,1
858,plastic1,1
859,plastic259,1
860,plastic344,1
861,plastic85,1
862,plastic241,1
863,plastic269,1
864,plastic247,1
865,plastic156,1
866,plastic393,1
867,plastic131,1
868,plastic402,1
869,plastic331,1
870,plastic353,1
871,plastic2,1
872,plastic119,1
873,plastic391,1
874,plastic127,1
875,plastic469,1
876,plastic216,1
877,plastic272,1
878,plastic311,1
879,plastic420,1
880,plastic270,1
881,plastic103,1
882,plastic446,1
883,plastic78,1
884,plastic275,1
885,plastic302,1
886,plastic482,1
887,plastic89,1
888,plastic248,1
889,plastic414,1
890,plastic480,1
891,plastic236,1
892,plastic24,1
893,plastic116,1
894,plastic242,1
895,plastic451,1
896,plastic13,1
897,plastic291,1
898,plastic64,1
899,plastic383,1
900,plastic422,1
901,plastic452,1
902,plastic440,1
903,plastic347,1
904,plastic471,1
905,plastic309,1
906,plastic15,1
907,plastic481,1
908,plastic389,1
909,plastic38,1
910,plastic367,1
911,plastic8,1
912,plastic143,1
913,plastic136,1
914,plastic362,1
915,plastic427,1
916,plastic455,1
917,plastic45,1
918,plastic113,1
919,plastic158,1
920,plastic416,1
921,plastic39,1
922,plastic345,1
923,plastic162,1
924,plastic356,1
925,plastic26,1
926,plastic384,1
927,plastic263,1
928,plastic417,1
929,plastic203,1
930,plastic154,1
931,plastic202,1
932,plastic340,1
933,plastic225,1
934,plastic36,1
935,plastic299,1
936,plastic56,1
937,plastic368,1
938,plastic406,1
939,plastic219,1
940,plastic404,1
941,plastic267,1
942,plastic304,1
943,plastic277,1
944,plastic63,1
945,plastic72,1
946,plastic155,1
947,plastic169,1
948,plastic62,1
949,plastic196,1
950,plastic47,1
951,plastic459,1
952,plastic174,1
953,plastic188,1
954,plastic58,1
955,plastic335,1
956,plastic173,1
957,plastic386,1
958,plastic9,1
959,plastic25,1
960,plastic100,1
961,plastic210,1
962,plastic23,1
963,plastic179,1
964,plastic48,1
965,plastic252,1
966,plastic66,1
967,plastic27,1
968,plastic355,1
969,plastic428,1
970,plastic463,1
971,plastic284,1
972,plastic366,1
973,plastic251,1
974,plastic473,1
975,plastic18,1
976,plastic266,1
977,plastic208,1
978,plastic235,1
979,plastic141,1
980,plastic448,1
981,plastic290,1
982,plastic50,1
983,plastic317,1
984,plastic193,1
985,plastic454,1
986,plastic234,1
987,plastic115,1
988,plastic107,1
989,plastic395,1
990,plastic21,1
991,plastic207,1
992,plastic276,1
993,plastic255,1
994,plastic364,1
995,plastic474,1
996,plastic287,1
997,plastic341,1
998,plastic22,1
999,plastic182,1
1000,plastic325,1
1001,plastic83,1
1002,plastic401,1
1003,plastic137,1
1004,plastic462,1
1005,plastic399,1
1006,plastic149,1
1007,plastic339,1
1008,plastic192,1
1009,plastic415,1
1010,plastic187,1
1011,plastic330,1
1012,plastic94,1
1013,plastic130,1
1014,plastic257,1
1015,plastic151,1
1016,plastic184,1
1017,plastic61,1
1018,plastic456,1
1019,plastic84,1
1020,plastic405,1
1021,plastic274,1
1022,plastic74,1
1023,plastic392,1
1024,plastic31,1
1025,plastic453,1
1026,plastic68,1
1027,plastic189,1
1028,plastic176,1
1029,33. paper%2btowel%2bcomposting,0
1030,41. office_sign_compost-copy,0
1031,39. 56c6125edd0895f3438b47a8-2732-1366,0
1032,38. small%20bumper%20sticker%20jpeg,0
1033,19. paper-towel,0
1034,12. dirty-paper-towel,0
1035,47. aid407197-v4-728px-remove-stains-from-paper-step-13,0
1036,14. wcmsp-178244,0
1037,49. a7e533467215d095a48910b71047c4f0,0
1038,30. nopapertowels1,0
1039,26. img_2951,0
1040,10. hands-drying-w-paper-towel,0
1041,4. 58669,0
1042,22. compost.001,0
1043,32. foodscraprecyclingposter,0
1044,2. 20450.large,0
1045,8. recycle%20001,0
1046,18. papertowel530,0
1047,31. custodial-waste-training-oct-(7)-960x720,0
1048,34. 56c6125ddd0895f3438b47a3-750-494,0
1049,44. recyclepapertowels_entry,0
1050,48. pizza-box,0
1051,24. img_2949,0
1052,5. tissues,0
1053,50. adorable-puppy-with-toilet-paper,0
1054,29. d9ymchmgrbyavjtsjzfl_chemicals_in_paper_towels_are_there_non_toxic_alternatives_-2,0
1055,21. foodscraps,0
1056,28. compost-valley-new-york-guide,0
1057,6. paper%2btowels%2bin%2bbrown%2bbags,0
1058,46. what-can-i-compost,0
1059,35. compost,0
1060,45. yardwaste,0
1061,1. napkins,0
1062,11. napkin,0
1063,43. wsmcompostsign,0
1064,42. compost-sign-abq-for-web-786x1024,0
1065,17. 9100899215_3db5e239a3_b,0
1066,15. foodsoiledpaper,0
1067,3. paper%20towel,0
1068,7. guide-paper-napkinssoiled,0
1069,23. recyclepapertowels_main,0
1070,27. compost-poster-general-667x1024,0
1071,13. papertowels-300x300,0
1072,37. toilet-roll,0
1073,glass256,1
1074,glass40,1
1075,glass238,1
1076,glass19,1
1077,glass254,1
1078,glass95,1
1079,glass305,1
1080,glass355,1
1081,glass117,1
1082,glass150,1
1083,glass440,1
1084,glass32,1
1085,glass432,1
1086,glass377,1
1087,glass179,1
1088,glass57,1
1089,glass14,1
1090,glass362,1
1091,glass113,1
1092,glass6,1
1093,glass413,1
1094,glass133,1
1095,glass135,1
1096,glass490,1
1097,glass451,1
1098,glass455,1
1099,glass338,1
1100,glass367,1
1101,glass337,1
1102,glass261,1
1103,glass389,1
1104,glass65,1
1105,glass234,1
1106,glass139,1
1107,glass190,1
1108,glass312,1
1109,glass171,1
1110,glass249,1
1111,glass472,1
1112,glass169,1
1113,glass202,1
1114,glass130,1
1115,glass356,1
1116,glass15,1
1117,glass293,1
1118,glass103,1
1119,glass147,1
1120,glass199,1
1121,glass260,1
1122,glass397,1
1123,glass498,1
1124,glass384,1
1125,glass132,1
1126,glass94,1
1127,glass243,1
1128,glass162,1
1129,glass43,1
1130,glass217,1
1131,glass445,1
1132,glass140,1
1133,glass419,1
1134,glass329,1
1135,glass263,1
1136,glass232,1
1137,glass457,1
1138,glass375,1
1139,glass64,1
1140,glass198,1
1141,glass378,1
1142,glass307,1
1143,glass359,1
1144,glass195,1
1145,glass369,1
1146,glass328,1
1147,glass239,1
1148,glass137,1
1149,glass473,1
1150,glass395,1
1151,glass75,1
1152,glass461,1
1153,glass297,1
1154,glass227,1
1155,glass266,1
1156,glass242,1
1157,glass246,1
1158,glass241,1
1159,glass264,1
1160,glass112,1
1161,glass180,1
1162,glass304,1
1163,glass487,1
1164,glass53,1
1165,glass154,1
1166,glass220,1
1167,glass28,1
1168,glass164,1
1169,glass394,1
1170,glass68,1
1171,glass433,1
1172,glass8,1
1173,glass71,1
1174,glass45,1
1175,glass444,1
1176,glass120,1
1177,glass469,1
1178,glass58,1
1179,glass265,1
1180,glass458,1
1181,glass207,1
1182,glass126,1
1183,glass361,1
1184,glass4,1
1185,glass114,1
1186,glass401,1
1187,glass309,1
1188,glass366,1
1189,glass29,1
1190,glass194,1
1191,glass66,1
1192,glass386,1
1193,glass332,1
1194,glass345,1
1195,glass341,1
1196,glass437,1
1197,glass283,1
1198,glass186,1
1199,glass192,1
1200,glass26,1
1201,glass489,1
1202,glass379,1
1203,glass409,1
1204,glass428,1
1205,glass60,1
1206,glass343,1
1207,glass219,1
1208,glass485,1
1209,glass10,1
1210,glass365,1
1211,glass463,1
1212,glass144,1
1213,glass270,1
1214,glass98,1
1215,glass320,1
1216,glass33,1
1217,glass200,1
1218,glass221,1
1219,glass143,1
1220,glass197,1
1221,glass74,1
1222,glass248,1
1223,glass210,1
1224,glass18,1
1225,glass187,1
1226,glass443,1
1227,glass56,1
1228,glass447,1
1229,glass454,1
1230,glass465,1
1231,glass482,1
1232,glass102,1
1233,glass408,1
1234,glass449,1
1235,glass346,1
1236,glass138,1
1237,glass223,1
1238,glass333,1
1239,glass165,1
1240,glass368,1
1241,glass97,1
1242,glass350,1
1243,glass298,1
1244,glass501,1
1245,glass142,1
1246,glass141,1
1247,glass59,1
1248,glass245,1
1249,glass450,1
1250,glass268,1
1251,glass253,1
1252,glass25,1
1253,glass134,1
1254,glass306,1
1255,glass46,1
1256,glass224,1
1257,glass149,1
1258,glass166,1
1259,glass415,1
1260,glass344,1
1261,glass72,1
1262,glass322,1
1263,glass20,1
1264,glass315,1
1265,glass13,1
1266,glass82,1
1267,glass277,1
1268,glass34,1
1269,glass78,1
1270,glass48,1
1271,glass287,1
1272,glass145,1
1273,glass392,1
1274,glass183,1
1275,glass2,1
1276,glass294,1
1277,glass407,1
1278,glass116,1
1279,glass99,1
1280,glass30,1
1281,glass108,1
1282,glass442,1
1283,glass439,1
1284,glass279,1
1285,glass127,1
1286,glass274,1
1287,glass12,1
1288,glass177,1
1289,glass247,1
1290,glass27,1
1291,glass313,1
1292,glass423,1
1293,glass69,1
1294,glass176,1
1295,glass358,1
1296,glass157,1
1297,glass491,1
1298,glass292,1
1299,glass228,1
1300,glass422,1
1301,glass24,1
1302,glass387,1
1303,glass107,1
1304,glass39,1
1305,glass371,1
1306,glass16,1
1307,glass206,1
1308,glass314,1
1309,glass421,1
1310,glass7,1
1311,glass262,1
1312,glass109,1
1313,glass326,1
1314,glass396,1
1315,glass380,1
1316,glass229,1
1317,glass426,1
1318,glass191,1
1319,glass255,1
1320,glass303,1
1321,glass128,1
1322,glass151,1
1323,glass462,1
1324,glass70,1
1325,glass376,1
1326,glass38,1
1327,glass196,1
1328,glass319,1
1329,glass85,1
1330,glass259,1
1331,glass67,1
1332,glass339,1
1333,glass416,1
1334,glass275,1
1335,glass105,1
1336,glass49,1
1337,glass335,1
1338,glass347,1
1339,glass290,1
1340,glass93,1
1341,glass182,1
1342,glass281,1
1343,glass91,1
1344,glass363,1
1345,glass494,1
1346,glass146,1
1347,glass17,1
1348,glass161,1
1349,glass495,1
1350,glass310,1
1351,glass488,1
1352,glass178,1
1353,glass110,1
1354,glass284,1
1355,glass258,1
1356,glass282,1
1357,glass436,1
1358,glass481,1
1359,glass280,1
1360,glass244,1
1361,glass96,1
1362,glass418,1
1363,glass424,1
1364,glass88,1
1365,glass478,1
1366,glass402,1
1367,glass321,1
1368,glass405,1
1369,glass352,1
1370,glass84,1
1371,glass459,1
1372,glass291,1
1373,glass87,1
1374,glass429,1
1375,glass323,1
1376,glass468,1
1377,glass271,1
1378,glass125,1
1379,glass23,1
1380,glass208,1
1381,glass301,1
1382,glass174,1
1383,glass129,1
1384,glass417,1
1385,glass181,1
1386,glass54,1
1387,glass353,1
1388,glass336,1
1389,glass115,1
1390,glass372,1
1391,glass63,1
1392,glass257,1
1393,glass124,1
1394,glass225,1
1395,glass427,1
1396,glass334,1
1397,glass11,1
1398,glass480,1
1399,glass155,1
1400,glass236,1
1401,glass175,1
1402,glass212,1
1403,glass123,1
1404,glass205,1
1405,glass318,1
1406,glass231,1
1407,glass104,1
1408,glass76,1
1409,glass269,1
1410,glass184,1
1411,glass435,1
1412,glass47,1
1413,glass381,1
1414,glass5,1
1415,glass308,1
1416,glass475,1
1417,glass222,1
1418,glass348,1
1419,glass484,1
1420,glass61,1
1421,glass492,1
1422,glass267,1
1423,glass158,1
1424,glass278,1
1425,glass288,1
1426,glass118,1
1427,glass111,1
1428,glass193,1
1429,glass331,1
1430,glass466,1
1431,glass403,1
1432,glass374,1
1433,glass354,1
1434,glass92,1
1435,glass340,1
1436,glass153,1
1437,glass398,1
1438,glass201,1
1439,glass163,1
1440,glass83,1
1441,glass399,1
1442,glass296,1
1443,glass81,1
1444,glass496,1
1445,glass285,1
1446,glass430,1
1447,glass404,1
1448,glass324,1
1449,glass479,1
1450,glass237,1
1451,glass215,1
1452,glass286,1
1453,glass272,1
1454,glass273,1
1455,glass209,1
1456,glass230,1
1457,glass471,1
1458,glass300,1
1459,glass302,1
1460,glass299,1
1461,glass364,1
1462,glass86,1
1463,glass152,1
1464,glass327,1
1465,glass250,1
1466,glass89,1
1467,glass1,1
1468,glass438,1
1469,glass131,1
1470,glass31,1
1471,glass252,1
1472,glass226,1
1473,glass295,1
1474,glass470,1
1475,glass22,1
1476,glass189,1
1477,glass188,1
1478,glass411,1
1479,glass497,1
1480,glass453,1
1481,glass136,1
1482,glass235,1
1483,glass106,1
1484,glass317,1
1485,glass467,1
1486,glass55,1
1487,glass316,1
1488,glass393,1
1489,glass441,1
1490,glass330,1
1491,glass360,1
1492,glass412,1
1493,glass51,1
1494,glass213,1
1495,glass204,1
1496,glass168,1
1497,glass251,1
1498,glass173,1
1499,glass167,1
1500,glass185,1
1501,glass35,1
1502,glass425,1
1503,glass370,1
1504,glass420,1
1505,glass406,1
1506,glass388,1
1507,glass474,1
1508,glass382,1
1509,glass493,1
1510,glass383,1
1511,glass62,1
1512,glass499,1
1513,glass456,1
1514,glass100,1
1515,glass3,1
1516,glass37,1
1517,glass500,1
1518,glass122,1
1519,glass240,1
1520,glass410,1
1521,glass172,1
1522,glass156,1
1523,glass80,1
1524,glass90,1
1525,glass464,1
1526,glass446,1
1527,glass289,1
1528,glass44,1
1529,glass414,1
1530,glass276,1
1531,glass390,1
1532,glass159,1
1533,glass121,1
1534,glass385,1
1535,glass434,1
1536,glass203,1
1537,glass448,1
1538,glass325,1
1539,glass431,1
1540,glass342,1
1541,glass101,1
1542,glass73,1
1543,glass52,1
1544,glass41,1
1545,glass214,1
1546,glass357,1
1547,glass452,1
1548,glass373,1
1549,glass486,1
1550,glass476,1
1551,glass170,1
1552,glass477,1
1553,glass77,1
1554,glass311,1
1555,glass483,1
1556,glass50,1
1557,glass460,1
1558,glass400,1
1559,glass36,1
1560,glass349,1
1561,glass42,1
1562,glass351,1
